"Latitude","Longitude","Rainfall","dataDate","dataTime","validityDate","validityTime","Site","Region","Farm","GDP"
52.041,-9.08199999999999,0.75712776184,2017-06-23,0,2017-06-24,900,"C4","Cork",4,31.327632904376
52.041,-9.08199999999999,0.63217353821,2017-06-24,0,2017-06-25,900,"C4","Cork",4,31.959806442586
52.041,-9.08199999999999,0.49956893921,2017-06-25,0,2017-06-26,900,"C4","Cork",4,32.459375381796
52.041,-9.08199999999999,4.1095275879,2017-06-26,0,2017-06-27,900,"C4","Cork",4,36.568902969696
52.041,-9.08199999999999,0.45197296143,2017-06-27,0,2017-06-28,900,"C4","Cork",4,37.020875931126
52.041,-9.08199999999999,11.172706604,2017-06-28,0,2017-06-29,900,"C4","Cork",4,48.193582535126
52.041,-9.08199999999999,2.6207962036,2017-06-29,0,2017-06-30,900,"C4","Cork",4,50.814378738726
52.041,-9.08199999999999,0.02653503418,2017-06-30,0,2017-07-01,900,"C4","Cork",4,50.840913772906
52.041,-9.08199999999999,0.43117904663,2017-07-01,0,2017-07-02,900,"C4","Cork",4,51.272092819536
52.041,-9.08199999999999,0.18367576599,2017-07-02,0,2017-07-03,900,"C4","Cork",4,51.455768585526
52.041,-9.08199999999999,0.61372756958,2017-07-03,0,2017-07-04,900,"C4","Cork",4,52.069496155106
52.041,-9.08199999999999,0.13339996338,2017-07-04,0,2017-07-05,900,"C4","Cork",4,52.202896118486
52.041,-9.08199999999999,0.02970123291,2017-07-05,0,2017-07-06,900,"C4","Cork",4,52.232597351396
52.041,-9.08199999999999,0.12747955322,2017-07-06,0,2017-07-07,900,"C4","Cork",4,52.360076904616
52.041,-9.08199999999999,0.81335639954,2017-07-07,0,2017-07-08,900,"C4","Cork",4,53.173433304156
52.041,-9.08199999999999,1.7141685486,2017-07-08,0,2017-07-09,900,"C4","Cork",4,54.887601852756
52.041,-9.08199999999999,1.3188400269,2017-07-09,0,2017-07-10,900,"C4","Cork",4,56.206441879656
52.041,-9.08199999999999,3.2625656128,2017-07-10,0,2017-07-11,900,"C4","Cork",4,59.469007492456
52.041,-9.08199999999999,3.9131088257,2017-07-11,0,2017-07-12,900,"C4","Cork",4,63.382116318156
52.041,-9.08199999999999,0.019557952881,2017-07-12,0,2017-07-13,900,"C4","Cork",4,63.401674271037
52.041,-9.08199999999999,0.15335273743,2017-07-13,0,2017-07-14,900,"C4","Cork",4,63.555027008467
52.041,-9.08199999999999,0.059196472168,2017-07-14,0,2017-07-15,900,"C4","Cork",4,63.614223480635
52.041,-9.08199999999999,0.63450241089,2017-07-15,0,2017-07-16,900,"C4","Cork",4,64.248725891525
52.041,-9.08199999999999,0.39182662964,2017-07-16,0,2017-07-17,900,"C4","Cork",4,64.640552521165
52.041,-9.08199999999999,0,2017-07-17,0,2017-07-18,900,"C4","Cork",4,64.640552521165
52.041,-9.08199999999999,3.5941772461,2017-07-18,0,2017-07-19,900,"C4","Cork",4,68.234729767265
52.041,-9.08199999999999,3.6697692871,2017-07-19,0,2017-07-20,900,"C4","Cork",4,71.904499054365
52.041,-9.08199999999999,25.470474243,2017-07-20,0,2017-07-21,900,"C4","Cork",4,97.374973297365
52.041,-9.08199999999999,21.976333618,2017-07-21,0,2017-07-22,900,"C4","Cork",4,119.351306915365
52.041,-9.08199999999999,9.1280174255,2017-07-22,0,2017-07-23,900,"C4","Cork",4,128.479324340865
52.041,-9.08199999999999,0.14583587646,2017-07-23,0,2017-07-24,900,"C4","Cork",4,128.625160217325
52.041,-9.08199999999999,2.0842247009,2017-07-24,0,2017-07-25,900,"C4","Cork",4,130.709384918225
52.041,-9.08199999999999,12.417289734,2017-07-25,0,2017-07-26,900,"C4","Cork",4,143.126674652225
52.041,-9.08199999999999,7.935710907,2017-07-26,0,2017-07-27,900,"C4","Cork",4,151.062385559225
52.041,-9.08199999999999,3.2285614014,2017-07-27,0,2017-07-28,900,"C4","Cork",4,154.290946960625
52.041,-9.08199999999999,0.55313873291,2017-07-28,0,2017-07-29,900,"C4","Cork",4,154.844085693535
52.041,-9.08199999999999,6.5205230713,2017-07-29,0,2017-07-30,900,"C4","Cork",4,161.364608764835
52.041,-9.08199999999999,11.139427185,2017-07-30,0,2017-07-31,900,"C4","Cork",4,172.504035949835
52.041,-9.08199999999999,9.3788528442,2017-07-31,0,2017-08-01,900,"C4","Cork",4,181.882888794035
52.041,-9.08199999999999,8.3394927979,2017-08-01,0,2017-08-02,900,"C4","Cork",4,190.222381591935
52.041,-9.08199999999999,6.8471603394,2017-08-02,0,2017-08-03,900,"C4","Cork",4,197.069541931335
52.041,-9.08199999999999,2.1913757324,2017-08-03,0,2017-08-04,900,"C4","Cork",4,199.260917663735
52.041,-9.08199999999999,1.9265098572,2017-08-04,0,2017-08-05,900,"C4","Cork",4,201.187427520935
52.041,-9.08199999999999,4.1441688538,2017-08-05,0,2017-08-06,900,"C4","Cork",4,205.331596374735
52.041,-9.08199999999999,2.1134033203,2017-08-06,0,2017-08-07,900,"C4","Cork",4,207.444999695035
52.041,-9.08199999999999,2.6360054016,2017-08-07,0,2017-08-08,900,"C4","Cork",4,210.081005096635
52.116,-9.03100000000001,14.058151245,2017-06-08,0,2017-06-09,900,"C5","Cork",5,14.058151245
52.116,-9.03100000000001,7.1412582397,2017-06-09,0,2017-06-10,900,"C5","Cork",5,21.1994094847
52.116,-9.03100000000001,0.64709472656,2017-06-10,0,2017-06-11,900,"C5","Cork",5,21.84650421126
52.116,-9.03100000000001,0.83560180664,2017-06-11,0,2017-06-12,900,"C5","Cork",5,22.6821060179
52.116,-9.03100000000001,1.632610321,2017-06-12,0,2017-06-13,900,"C5","Cork",5,24.3147163389
52.116,-9.03100000000001,0.046157836914,2017-06-13,0,2017-06-14,900,"C5","Cork",5,24.360874175814
52.116,-9.03100000000001,0.55239868164,2017-06-14,0,2017-06-15,900,"C5","Cork",5,24.913272857454
52.116,-9.03100000000001,0.25827980042,2017-06-15,0,2017-06-16,900,"C5","Cork",5,25.171552657874
52.116,-9.03100000000001,0,2017-06-16,0,2017-06-17,900,"C5","Cork",5,25.171552657874
52.116,-9.03100000000001,0.0076184272766,2017-06-17,0,2017-06-18,900,"C5","Cork",5,25.1791710851506
52.116,-9.03100000000001,0.0050525665283,2017-06-18,0,2017-06-19,900,"C5","Cork",5,25.1842236516789
52.116,-9.03100000000001,0,2017-06-19,0,2017-06-20,900,"C5","Cork",5,25.1842236516789
52.116,-9.03100000000001,0,2017-06-20,0,2017-06-21,900,"C5","Cork",5,25.1842236516789
52.116,-9.03100000000001,0.2469329834,2017-06-21,0,2017-06-22,900,"C5","Cork",5,25.4311566350789
52.116,-9.03100000000001,0.51034927368,2017-06-22,0,2017-06-23,900,"C5","Cork",5,25.9415059087589
52.116,-9.03100000000001,1.7530040741,2017-06-23,0,2017-06-24,900,"C5","Cork",5,27.6945099828589
52.116,-9.03100000000001,1.0660266876,2017-06-24,0,2017-06-25,900,"C5","Cork",5,28.7605366704589
52.116,-9.03100000000001,0.44372177124,2017-06-25,0,2017-06-26,900,"C5","Cork",5,29.2042584416989
52.116,-9.03100000000001,3.787727356,2017-06-26,0,2017-06-27,900,"C5","Cork",5,32.9919857976989
52.116,-9.03100000000001,0.4162902832,2017-06-27,0,2017-06-28,900,"C5","Cork",5,33.4082760808989
52.116,-9.03100000000001,10.449836731,2017-06-28,0,2017-06-29,900,"C5","Cork",5,43.8581128118989
52.116,-9.03100000000001,2.2577819824,2017-06-29,0,2017-06-30,900,"C5","Cork",5,46.1158947942989
52.116,-9.03100000000001,0.043655395508,2017-06-30,0,2017-07-01,900,"C5","Cork",5,46.1595501898069
52.116,-9.03100000000001,0.33153247833,2017-07-01,0,2017-07-02,900,"C5","Cork",5,46.4910826681369
52.116,-9.03100000000001,0.3312587738,2017-07-02,0,2017-07-03,900,"C5","Cork",5,46.8223414419369
52.116,-9.03100000000001,0.61923980713,2017-07-03,0,2017-07-04,900,"C5","Cork",5,47.4415812490669
52.116,-9.03100000000001,0.12973403931,2017-07-04,0,2017-07-05,900,"C5","Cork",5,47.5713152883769
52.116,-9.03100000000001,0.042901992798,2017-07-05,0,2017-07-06,900,"C5","Cork",5,47.6142172811749
52.116,-9.03100000000001,0.045532226562,2017-07-06,0,2017-07-07,900,"C5","Cork",5,47.6597495077369
52.116,-9.03100000000001,1.4623279572,2017-07-07,0,2017-07-08,900,"C5","Cork",5,49.1220774649369
52.116,-9.03100000000001,0.74411773682,2017-07-08,0,2017-07-09,900,"C5","Cork",5,49.8661952017569
52.116,-9.03100000000001,0.94821548462,2017-07-09,0,2017-07-10,900,"C5","Cork",5,50.8144106863769
52.116,-9.03100000000001,5.0163040161,2017-07-10,0,2017-07-11,900,"C5","Cork",5,55.8307147024769
52.116,-9.03100000000001,1.6686134338,2017-07-11,0,2017-07-12,900,"C5","Cork",5,57.4993281362769
52.116,-9.03100000000001,0.0083808898926,2017-07-12,0,2017-07-13,900,"C5","Cork",5,57.5077090261695
52.116,-9.03100000000001,0.3155002594,2017-07-13,0,2017-07-14,900,"C5","Cork",5,57.8232092855695
52.116,-9.03100000000001,0.2858505249,2017-07-14,0,2017-07-15,900,"C5","Cork",5,58.1090598104695
52.116,-9.03100000000001,0.99739265442,2017-07-15,0,2017-07-16,900,"C5","Cork",5,59.1064524648895
52.116,-9.03100000000001,0.319896698,2017-07-16,0,2017-07-17,900,"C5","Cork",5,59.4263491628895
52.116,-9.03100000000001,0,2017-07-17,0,2017-07-18,900,"C5","Cork",5,59.4263491628895
52.116,-9.03100000000001,9.6339874268,2017-07-18,0,2017-07-19,900,"C5","Cork",5,69.0603365896895
52.116,-9.03100000000001,8.2045822144,2017-07-19,0,2017-07-20,900,"C5","Cork",5,77.2649188040895
52.116,-9.03100000000001,27.600234985,2017-07-20,0,2017-07-21,900,"C5","Cork",5,104.865153789089
52.116,-9.03100000000001,23.148948669,2017-07-21,0,2017-07-22,900,"C5","Cork",5,128.014102458089
52.116,-9.03100000000001,5.1122589111,2017-07-22,0,2017-07-23,900,"C5","Cork",5,133.12636136919
52.116,-9.03100000000001,0.086292266846,2017-07-23,0,2017-07-24,900,"C5","Cork",5,133.212653636035
52.116,-9.03100000000001,4.4830932617,2017-07-24,0,2017-07-25,900,"C5","Cork",5,137.695746897735
52.116,-9.03100000000001,10.609210968,2017-07-25,0,2017-07-26,900,"C5","Cork",5,148.304957865736
52.116,-9.03100000000001,3.8667411804,2017-07-26,0,2017-07-27,900,"C5","Cork",5,152.171699046136
52.116,-9.03100000000001,6.1746749878,2017-07-27,0,2017-07-28,900,"C5","Cork",5,158.346374033935
52.116,-9.03100000000001,0.38817977905,2017-07-28,0,2017-07-29,900,"C5","Cork",5,158.734553812985
52.116,-9.03100000000001,5.4594039917,2017-07-29,0,2017-07-30,900,"C5","Cork",5,164.193957804686
52.116,-9.03100000000001,13.796489716,2017-07-30,0,2017-07-31,900,"C5","Cork",5,177.990447520686
52.116,-9.03100000000001,8.2939453125,2017-07-31,0,2017-08-01,900,"C5","Cork",5,186.284392833186
52.116,-9.03100000000001,3.2488250732,2017-08-01,0,2017-08-02,900,"C5","Cork",5,189.533217906386
52.116,-9.03100000000001,4.7493667603,2017-08-02,0,2017-08-03,900,"C5","Cork",5,194.282584666686
52.116,-9.03100000000001,3.1881790161,2017-08-03,0,2017-08-04,900,"C5","Cork",5,197.470763682786
52.116,-9.03100000000001,1.6078948975,2017-08-04,0,2017-08-05,900,"C5","Cork",5,199.078658580286
52.116,-9.03100000000001,1.7266197205,2017-08-05,0,2017-08-06,900,"C5","Cork",5,200.805278300786
52.116,-9.03100000000001,1.416229248,2017-08-06,0,2017-08-07,900,"C5","Cork",5,202.221507548786
52.116,-9.03100000000001,1.2807235718,2017-08-07,0,2017-08-08,900,"C5","Cork",5,203.502231120586
