"Region","Farm","site_ID","treatment","Plot","day","ent","pod","sym","neel","orb_a","orb_j","meso_a","meso_j","prostig","astig","ot_mites","c_lav","dip_lar","hymen","pot","prot","symph","arach","chil","coleop","gast","wood","hemip","cater","dip","thy","earth","Total.Soil","Total.All","BC_meanC_all","BC_meanC_soil","community_all","community_soil"
"Cork",5,"Cork5","Drought","D1",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.D1.64","Cork5.D1.64"
"Cork",5,"Cork5","Drought","D2",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.D2.64","Cork5.D2.64"
"Cork",5,"Cork5","Drought","D3",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.D3.64","Cork5.D3.64"
"Cork",5,"Cork5","Drought","D4",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cork5.D4.64","Cork5.D4.64"
"Dublin",1,"Dublin1","Control","C1",0,34,4,11,0,0,1,1,8,3,15,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,81,84,0.46617915904936,0.455061494796594,"Dublin1.C1.0","Dublin1.C1.0"
"Dublin",1,"Dublin1","Control","C2",0,52,1,16,0,0,1,6,23,5,13,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,117,124,0.334928229665072,0.328892589508743,"Dublin1.C2.0","Dublin1.C2.0"
"Dublin",1,"Dublin1","Control","C3",0,107,1,29,0,3,12,7,23,20,7,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,209,218,0.179141104294479,0.170172084130019,"Dublin1.C3.0","Dublin1.C3.0"
"Dublin",1,"Dublin1","Control","C4",0,166,10,106,0,21,20,0,0,2,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,326,332,0.407478427612656,0.404025527736868,"Dublin1.C4.0","Dublin1.C4.0"
"Dublin",1,"Dublin1","Drought","D1",0,54,16,0,0,5,1,19,69,48,300,29,0,1,0,0,0,0,0,0,1,0,0,8,0,2,0,0,541,553,0.732659932659933,0.727994477045219,"Dublin1.D1.0","Dublin1.D1.0"
"Dublin",1,"Dublin1","Drought","D2",0,71,13,35,0,1,5,3,24,59,1360,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1591,1595,0.831045110675259,0.830914470903199,"Dublin1.D2.0","Dublin1.D2.0"
"Dublin",1,"Dublin1","Drought","D3",0,2,9,2,0,0,0,3,15,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0.740869565217391,0.735111111111111,"Dublin1.D3.0","Dublin1.D3.0"
"Dublin",1,"Dublin1","Drought","D4",0,18,8,0,0,0,0,0,17,12,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,506,507,0.847092605886576,0.846935074356184,"Dublin1.D4.0","Dublin1.D4.0"
"Dublin",1,"Dublin1","Control","C1",32,52,21,60,0,0,1,2,34,2,5,8,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,185,203,0.272411798727588,0.249844236760125,"Dublin1.C1.32","Dublin1.C1.32"
"Dublin",1,"Dublin1","Control","C2",32,66,10,36,0,0,1,6,31,3,4,9,0,0,0,8,0,0,0,1,0,0,0,1,0,0,1,0,166,177,0.166769230769231,0.147155003270111,"Dublin1.C2.32","Dublin1.C2.32"
"Dublin",1,"Dublin1","Control","C3",32,119,9,0,0,3,10,5,31,13,2,6,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,198,214,0.204737732656514,0.178032589016295,"Dublin1.C3.32","Dublin1.C3.32"
"Dublin",1,"Dublin1","Control","C4",32,178,18,48,0,9,6,9,34,6,2,6,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,316,323,0.20416478044364,0.196806012212306,"Dublin1.C4.32","Dublin1.C4.32"
"Dublin",1,"Dublin1","Drought","D1",32,344,43,87,0,7,2,9,71,NA,9,109,0,0,0,4,0,14,0,0,1,0,0,0,0,0,0,0,NA,NA,0.541294340644462,0.533800841514727,"Dublin1.D1.32","Dublin1.D1.32"
"Dublin",1,"Dublin1","Drought","D2",32,142,207,83,0,2,2,15,27,4,21,8,7,0,0,5,0,0,0,0,1,0,0,14,0,0,0,1,511,539,0.43377806703547,0.435544860776899,"Dublin1.D2.32","Dublin1.D2.32"
"Dublin",1,"Dublin1","Drought","D3",32,15,6,1,0,0,0,5,32,2,12,9,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0,82,90,0.505090054815975,0.520536462699078,"Dublin1.D3.32","Dublin1.D3.32"
"Dublin",1,"Dublin1","Drought","D4",32,35,46,45,0,2,1,3,8,5,18,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,166,177,0.420307692307692,0.42053629823414,"Dublin1.D4.32","Dublin1.D4.32"
"Dublin",1,"Dublin1","Control","C1",64,34,15,3,0,0,1,0,5,0,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,62,66,0.336048879837067,0.31685393258427,"Dublin1.C1.64","Dublin1.C1.64"
"Dublin",1,"Dublin1","Control","C2",64,5,0,1,0,0,1,4,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,20,25,0.425076452599388,0.458483754512635,"Dublin1.C2.64","Dublin1.C2.64"
"Dublin",1,"Dublin1","Control","C3",64,29,6,5,0,7,5,5,11,0,3,3,0,0,3,0,0,0,1,0,1,0,0,1,0,0,1,0,74,81,0.234119782214156,0.221095334685598,"Dublin1.C3.64","Dublin1.C3.64"
"Dublin",1,"Dublin1","Control","C4",64,9,2,3,0,6,4,3,4,2,5,3,0,0,5,1,0,0,0,0,0,0,0,1,0,0,6,1,41,55,0.279642058165548,0.263157894736842,"Dublin1.C4.64","Dublin1.C4.64"
"Dublin",1,"Dublin1","Drought","D1",64,21,4,6,0,2,0,8,9,0,15,2,0,0,1,1,0,0,0,0,0,0,0,13,0,0,1,0,67,83,0.330948121645796,0.260215053763441,"Dublin1.D1.64","Dublin1.D1.64"
"Dublin",1,"Dublin1","Drought","D2",64,16,6,9,0,0,0,5,5,0,21,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,3,0,62,71,0.35812133072407,0.343820224719101,"Dublin1.D2.64","Dublin1.D2.64"
"Dublin",1,"Dublin1","Drought","D3",64,15,1,5,0,4,2,3,5,0,5,11,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,51,55,0.270693512304251,0.241895261845387,"Dublin1.D3.64","Dublin1.D3.64"
"Dublin",1,"Dublin1","Drought","D4",64,33,10,0,0,0,1,1,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,59,0.382289416846652,0.347319347319347,"Dublin1.D4.64","Dublin1.D4.64"
"Dublin",2,"Dublin2","Control","C1",0,3,2,8,0,0,0,12,7,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,43,45,0.527326440177253,0.498371335504886,"Dublin2.C1.0","Dublin2.C1.0"
"Dublin",2,"Dublin2","Control","C2",0,122,4,37,0,3,1,13,11,7,1,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,203,209,0.360840210052513,0.346092503987241,"Dublin2.C2.0","Dublin2.C2.0"
"Dublin",2,"Dublin2","Control","C3",0,8,7,26,0,2,0,2,15,12,2,1,0,0,3,6,0,0,0,0,0,0,0,10,0,0,7,0,75,101,0.283018867924528,0.258760107816712,"Dublin2.C3.0","Dublin2.C3.0"
"Dublin",2,"Dublin2","Control","C4",0,25,16,34,0,1,0,7,13,16,4,5,1,1,0,0,0,0,0,0,0,0,0,12,0,0,6,1,121,142,0.211267605633803,0.190064794816415,"Dublin2.C4.0","Dublin2.C4.0"
"Dublin",2,"Dublin2","Drought","D1",0,14,41,5,0,0,1,1,6,22,25,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,123,0.585439838220425,0.572668112798265,"Dublin2.D1.0","Dublin2.D1.0"
"Dublin",2,"Dublin2","Drought","D2",0,23,4,29,0,1,1,4,11,13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,93,0.228998849252014,0.174563591022444,"Dublin2.D2.0","Dublin2.D2.0"
"Dublin",2,"Dublin2","Drought","D3",0,15,8,6,0,5,0,1,6,7,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0.562708102108768,0.534278959810875,"Dublin2.D3.0","Dublin2.D3.0"
"Dublin",2,"Dublin2","Drought","D4",0,16,7,13,0,0,0,1,3,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,89,0.505275498241501,0.473551637279597,"Dublin2.D4.0","Dublin2.D4.0"
"Dublin",2,"Dublin2","Control","C1",32,20,3,20,0,0,1,3,1,10,1,1,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,60,70,0.292867981790592,0.270506108202443,"Dublin2.C1.32","Dublin2.C1.32"
"Dublin",2,"Dublin2","Control","C2",32,13,6,18,0,1,0,3,10,10,0,1,0,0,1,4,0,0,0,0,0,0,0,8,0,0,0,1,62,76,0.197657393850659,0.173838209982788,"Dublin2.C2.32","Dublin2.C2.32"
"Dublin",2,"Dublin2","Control","C3",32,4,9,40,0,2,2,7,10,15,2,13,2,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,104,117,0.251475796930342,0.233644859813084,"Dublin2.C3.32","Dublin2.C3.32"
"Dublin",2,"Dublin2","Control","C4",32,14,7,17,0,5,0,26,12,18,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0,107,116,0.243179122182681,0.211563731931669,"Dublin2.C4.32","Dublin2.C4.32"
"Dublin",2,"Dublin2","Drought","D1",32,34,7,16,0,2,0,14,10,17,23,15,1,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1,138,146,0.339563862928349,0.324293785310734,"Dublin2.D1.32","Dublin2.D1.32"
"Dublin",2,"Dublin2","Drought","D2",32,22,5,17,0,2,0,3,6,10,4,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,73,77,0.248908296943231,0.2256,"Dublin2.D2.32","Dublin2.D2.32"
"Dublin",2,"Dublin2","Drought","D3",32,30,6,31,0,7,0,7,7,4,110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,203,205,0.569641367806505,0.551091703056769,"Dublin2.D3.32","Dublin2.D3.32"
"Dublin",2,"Dublin2","Drought","D4",32,20,15,57,0,5,3,10,15,17,356,21,1,0,0,0,0,0,0,0,1,0,0,37,0,0,0,1,519,559,0.730019120458891,0.723536737235367,"Dublin2.D4.32","Dublin2.D4.32"
"Dublin",2,"Dublin2","Control","C1",64,2,1,0,0,0,1,1,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,8,13,0.519480519480519,0.553571428571429,"Dublin2.C1.64","Dublin2.C1.64"
"Dublin",2,"Dublin2","Control","C2",64,10,0,3,0,2,0,0,11,0,0,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,30,37,0.368,0.3,"Dublin2.C2.64","Dublin2.C2.64"
"Dublin",2,"Dublin2","Control","C3",64,1,2,6,0,1,0,1,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,20,0.505494505494505,0.486842105263158,"Dublin2.C3.64","Dublin2.C3.64"
"Dublin",2,"Dublin2","Control","C4",64,2,0,1,0,6,2,0,11,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,32,0.417391304347826,0.352272727272727,"Dublin2.C4.64","Dublin2.C4.64"
"Dublin",2,"Dublin2","Drought","D1",64,0,1,0,0,1,0,2,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.647887323943662,0.607142857142857,"Dublin2.D1.64","Dublin2.D1.64"
"Dublin",2,"Dublin2","Drought","D2",64,0,0,2,0,1,1,2,1,1,1,3,0,0,1,3,0,0,0,0,0,0,0,1,0,0,1,2,12,20,0.494505494505495,0.46875,"Dublin2.D2.64","Dublin2.D2.64"
"Dublin",2,"Dublin2","Drought","D3",64,4,1,2,0,6,1,2,2,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28,30,0.423423423423423,0.364583333333333,"Dublin2.D3.64","Dublin2.D3.64"
"Dublin",2,"Dublin2","Drought","D4",64,5,4,6,0,1,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,24,28,0.579439252336449,0.534090909090909,"Dublin2.D4.64","Dublin2.D4.64"
"Dublin",3,"Dublin3","Control","C1",0,11,1,29,0,1,0,2,14,5,5,4,2,1,1,1,0,0,0,0,1,0,0,2,0,0,2,4,72,86,0.15818431911967,0.121163166397415,"Dublin3.C1.0","Dublin3.C1.0"
"Dublin",3,"Dublin3","Control","C2",0,8,0,25,0,3,0,3,11,5,2,2,0,0,3,3,0,0,1,0,0,0,0,0,0,0,2,0,59,68,0.218320610687023,0.192239858906526,"Dublin3.C2.0","Dublin3.C2.0"
"Dublin",3,"Dublin3","Control","C3",0,25,0,27,0,0,0,3,9,9,1,5,3,0,2,2,0,0,1,0,0,0,0,1,0,0,9,3,79,100,0.157088122605364,0.125193199381762,"Dublin3.C3.0","Dublin3.C3.0"
"Dublin",3,"Dublin3","Control","C4",0,38,2,30,0,1,0,5,28,10,6,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,2,0,121,129,0.230255839822024,0.209815950920245,"Dublin3.C4.0","Dublin3.C4.0"
"Dublin",3,"Dublin3","Drought","D1",0,25,5,12,0,12,1,5,8,14,10,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,96,98,0.367741935483871,0.334265734265734,"Dublin3.D1.0","Dublin3.D1.0"
"Dublin",3,"Dublin3","Drought","D2",0,6,2,0,0,15,7,0,8,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,45,50,0.626072041166381,0.639921722113503,"Dublin3.D2.0","Dublin3.D2.0"
"Dublin",3,"Dublin3","Drought","D3",0,5,3,21,0,15,1,4,2,12,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,78,82,0.465541490857947,0.458786936236392,"Dublin3.D3.0","Dublin3.D3.0"
"Dublin",3,"Dublin3","Drought","D4",0,16,4,72,0,7,2,3,7,0,8,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,127,130,0.424141749723145,0.406436233611442,"Dublin3.D4.0","Dublin3.D4.0"
"Dublin",3,"Dublin3","Control","C1",32,15,7,16,0,0,8,3,12,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,64,68,0.245469522240527,0.227436823104693,"Dublin3.C1.32","Dublin3.C1.32"
"Dublin",3,"Dublin3","Control","C2",32,7,0,15,0,3,3,3,22,3,3,4,0,0,1,5,0,0,0,0,1,0,0,2,0,0,0,0,63,72,0.136436597110754,0.141818181818182,"Dublin3.C2.32","Dublin3.C2.32"
"Dublin",3,"Dublin3","Control","C3",32,8,3,10,0,4,1,7,36,4,11,4,1,0,3,6,0,0,0,0,0,0,0,3,0,0,0,1,88,102,0.251682368775236,0.249230769230769,"Dublin3.C3.32","Dublin3.C3.32"
"Dublin",3,"Dublin3","Control","C4",32,23,3,19,0,5,4,7,13,0,8,1,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0,1,83,93,0.193776520509194,0.196825396825397,"Dublin3.C4.32","Dublin3.C4.32"
"Dublin",3,"Dublin3","Drought","D1",32,34,12,16,0,19,0,2,20,4,7,14,0,3,1,4,0,0,0,0,0,0,0,9,0,0,0,1,128,146,0.351468988030468,0.340740740740741,"Dublin3.D1.32","Dublin3.D1.32"
"Dublin",3,"Dublin3","Drought","D2",32,2,1,1,0,1,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.741602067183463,0.714285714285714,"Dublin3.D2.32","Dublin3.D2.32"
"Dublin",3,"Dublin3","Drought","D3",32,19,17,50,0,22,4,9,64,3,86,10,1,0,2,4,0,0,0,0,2,0,0,8,0,1,2,0,284,304,0.574468085106383,0.584379358437936,"Dublin3.D3.32","Dublin3.D3.32"
"Dublin",3,"Dublin3","Drought","D4",32,70,8,26,0,2,0,3,13,0,13,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3,136,144,0.473106476399561,0.463182897862233,"Dublin3.D4.32","Dublin3.D4.32"
"Dublin",3,"Dublin3","Control","C1",64,0,2,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0.357142857142857,0.377049180327869,"Dublin3.C1.64","Dublin3.C1.64"
"Dublin",3,"Dublin3","Control","C2",64,1,0,0,0,1,2,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,11,0.416666666666667,0.508196721311475,"Dublin3.C2.64","Dublin3.C2.64"
"Dublin",3,"Dublin3","Control","C3",64,0,1,10,0,0,1,1,2,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0.428571428571429,0.465346534653465,"Dublin3.C3.64","Dublin3.C3.64"
"Dublin",3,"Dublin3","Control","C4",64,1,2,0,0,2,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0.5,0.479452054794521,"Dublin3.C4.64","Dublin3.C4.64"
"Dublin",3,"Dublin3","Drought","D1",64,1,2,7,0,8,0,2,8,0,3,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,35,39,0.567307692307692,0.627118644067797,"Dublin3.D1.64","Dublin3.D1.64"
"Dublin",3,"Dublin3","Drought","D2",64,1,0,1,0,8,3,3,6,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0.583333333333333,0.673758865248227,"Dublin3.D2.64","Dublin3.D2.64"
"Dublin",3,"Dublin3","Drought","D3",64,1,1,6,0,2,1,5,3,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,25,30,0.441860465116279,0.489051094890511,"Dublin3.D3.64","Dublin3.D3.64"
"Dublin",3,"Dublin3","Drought","D4",64,0,2,4,0,3,2,5,3,0,5,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,28,31,0.556818181818182,0.543624161073825,"Dublin3.D4.64","Dublin3.D4.64"
"Dublin",4,"Dublin4","Control","C1",0,41,0,18,0,1,1,9,9,5,4,3,1,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,91,100,0.235412474849095,0.22497308934338,"Dublin4.C1.0","Dublin4.C1.0"
"Dublin",4,"Dublin4","Control","C2",0,29,3,9,0,0,0,6,13,10,5,6,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,81,86,0.311300639658849,0.304836895388077,"Dublin4.C2.0","Dublin4.C2.0"
"Dublin",4,"Dublin4","Control","C3",0,75,2,18,0,1,3,12,20,37,2,16,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,186,190,0.196454948301329,0.185637891520244,"Dublin4.C3.0","Dublin4.C3.0"
"Dublin",4,"Dublin4","Control","C4",0,118,1,35,0,1,2,6,1,10,21,12,2,0,0,1,0,0,0,0,0,0,0,3,0,0,4,1,207,218,0.305593451568895,0.292175161521895,"Dublin4.C4.0","Dublin4.C4.0"
"Dublin",4,"Dublin4","Drought","D1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.973421926910299,0.985940246045694,"Dublin4.D1.0","Dublin4.D1.0"
"Dublin",4,"Dublin4","Drought","D2",0,15,2,5,0,0,1,27,83,10,7,40,0,1,0,0,0,0,0,0,0,0,1,8,0,0,1,0,190,201,0.602288984263233,0.590943396226415,"Dublin4.D2.0","Dublin4.D2.0"
"Dublin",4,"Dublin4","Drought","D3",0,10,1,9,0,0,1,24,23,9,7,11,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,95,103,0.459244532803181,0.447619047619048,"Dublin4.D3.0","Dublin4.D3.0"
"Dublin",4,"Dublin4","Drought","D4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Dublin4.D4.0","Dublin4.D4.0"
"Dublin",4,"Dublin4","Control","C1",32,51,5,4,0,0,8,6,35,5,3,6,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,123,150,0.172881355932203,0.165618448637317,"Dublin4.C1.32","Dublin4.C1.32"
"Dublin",4,"Dublin4","Control","C2",32,45,6,32,0,1,13,9,22,8,1,7,2,0,0,4,0,0,0,1,0,0,0,18,0,0,0,1,144,170,0.155555555555556,0.157996146435453,"Dublin4.C2.32","Dublin4.C2.32"
"Dublin",4,"Dublin4","Control","C3",32,42,11,15,0,0,6,3,11,5,13,8,4,0,0,6,0,0,0,0,0,0,0,42,0,1,0,2,114,169,0.181528662420382,0.124183006535948,"Dublin4.C3.32","Dublin4.C3.32"
"Dublin",4,"Dublin4","Control","C4",32,37,3,3,0,0,4,0,15,1,7,11,0,0,2,3,0,0,1,0,1,0,0,3,0,0,0,0,81,91,0.288135593220339,0.216284987277354,"Dublin4.C4.32","Dublin4.C4.32"
"Dublin",4,"Dublin4","Drought","D1",32,59,15,46,0,3,21,13,69,38,8,27,6,1,1,1,0,0,1,0,3,0,0,2,0,0,2,0,299,316,0.473969631236443,0.44270205066345,"Dublin4.D1.32","Dublin4.D1.32"
"Dublin",4,"Dublin4","Drought","D2",32,58,9,29,0,1,4,3,19,11,9,23,2,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0,166,182,0.305810397553517,0.229129662522202,"Dublin4.D2.32","Dublin4.D2.32"
"Dublin",4,"Dublin4","Drought","D3",32,25,5,10,0,0,0,5,12,4,9,10,3,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,80,97,0.34297520661157,0.237851662404092,"Dublin4.D3.32","Dublin4.D3.32"
"Dublin",4,"Dublin4","Drought","D4",32,5,2,5,0,0,6,1,0,1,18,3,1,0,2,9,0,0,0,1,1,0,0,0,0,0,2,0,41,57,0.660891089108911,0.629392971246006,"Dublin4.D4.32","Dublin4.D4.32"
"Dublin",4,"Dublin4","Control","C1",64,12,0,3,0,0,0,3,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,32,38,0.328063241106719,0.317307692307692,"Dublin4.C1.64","Dublin4.C1.64"
"Dublin",4,"Dublin4","Control","C2",64,8,2,0,0,0,1,2,9,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,25,30,0.194570135746606,0.177777777777778,"Dublin4.C2.64","Dublin4.C2.64"
"Dublin",4,"Dublin4","Control","C3",64,3,1,0,0,0,0,1,1,0,3,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,1,9,17,0.443786982248521,0.482758620689655,"Dublin4.C3.64","Dublin4.C3.64"
"Dublin",4,"Dublin4","Control","C4",64,5,2,0,0,0,3,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,16,0.406060606060606,0.382352941176471,"Dublin4.C4.64","Dublin4.C4.64"
"Dublin",4,"Dublin4","Drought","D1",64,2,1,1,0,0,4,2,2,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,13,19,0.468926553672316,0.424242424242424,"Dublin4.D1.64","Dublin4.D1.64"
"Dublin",4,"Dublin4","Drought","D2",64,2,3,1,0,0,0,1,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,14,18,0.364161849710983,0.308823529411765,"Dublin4.D2.64","Dublin4.D2.64"
"Dublin",4,"Dublin4","Drought","D3",64,0,4,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0.702127659574468,0.706896551724138,"Dublin4.D3.64","Dublin4.D3.64"
"Dublin",4,"Dublin4","Drought","D4",64,3,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,11,0.655172413793103,0.637931034482759,"Dublin4.D4.64","Dublin4.D4.64"
"Dublin",5,"Dublin5","Control","C1",0,47,0,1,0,0,0,2,11,8,1,4,0,3,4,3,0,0,0,0,0,0,0,2,0,0,0,1,74,87,0.381818181818182,0.422310756972112,"Dublin5.C1.0","Dublin5.C1.0"
"Dublin",5,"Dublin5","Control","C2",0,5,4,1,0,1,1,3,8,4,1,4,0,1,3,2,0,1,0,0,0,0,0,9,0,0,0,0,32,48,0.265033407572383,0.251497005988024,"Dublin5.C2.0","Dublin5.C2.0"
"Dublin",5,"Dublin5","Control","C3",0,4,1,4,0,1,0,0,3,2,2,4,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,21,25,0.478991596638655,0.448275862068966,"Dublin5.C3.0","Dublin5.C3.0"
"Dublin",5,"Dublin5","Control","C4",0,7,11,9,0,2,3,4,10,4,1,28,0,4,5,5,0,0,0,0,0,0,0,3,0,0,0,1,79,97,0.336434108527132,0.35632183908046,"Dublin5.C4.0","Dublin5.C4.0"
"Dublin",5,"Dublin5","Drought","D1",0,16,5,1,0,0,0,1,2,6,8,6,1,1,0,7,0,0,0,0,0,0,0,6,0,0,1,2,45,63,0.308447937131631,0.264248704663212,"Dublin5.D1.0","Dublin5.D1.0"
"Dublin",5,"Dublin5","Drought","D2",0,32,0,0,0,0,0,3,10,2,5,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,53,59,0.419878296146045,0.421052631578947,"Dublin5.D2.0","Dublin5.D2.0"
"Dublin",5,"Dublin5","Drought","D3",0,7,1,1,0,0,0,2,2,8,0,5,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,1,26,35,0.435768261964736,0.419354838709677,"Dublin5.D3.0","Dublin5.D3.0"
"Dublin",5,"Dublin5","Drought","D4",0,10,5,6,0,1,0,1,10,9,7,3,1,0,2,4,0,0,0,0,1,0,0,1,0,0,0,0,52,61,0.317365269461078,0.294685990338164,"Dublin5.D4.0","Dublin5.D4.0"
"Dublin",5,"Dublin5","Control","C1",32,9,4,1,0,0,0,0,8,3,4,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,32,36,0.535593220338983,0.45,"Dublin5.C1.32","Dublin5.C1.32"
"Dublin",5,"Dublin5","Control","C2",32,35,8,4,0,0,2,1,0,1,1,11,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,63,73,0.35230352303523,0.283687943262411,"Dublin5.C2.32","Dublin5.C2.32"
"Dublin",5,"Dublin5","Control","C3",32,18,13,1,0,0,0,9,17,1,13,4,0,1,0,9,0,0,0,0,0,0,0,14,0,1,0,2,76,103,0.268065268065268,0.25,"Dublin5.C3.32","Dublin5.C3.32"
"Dublin",5,"Dublin5","Control","C4",32,37,23,22,0,2,5,18,12,0,4,18,0,0,43,3,0,0,0,0,1,2,0,43,0,0,0,1,141,234,0.386396526772793,0.312785388127854,"Dublin5.C4.32","Dublin5.C4.32"
"Dublin",5,"Dublin5","Drought","D1",32,50,7,2,0,2,1,4,7,6,8,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,92,101,0.4,0.317647058823529,"Dublin5.D1.32","Dublin5.D1.32"
