"Region","Farm","treatment","CODE","timestep","day","site_ID","DRY.WEIGHT.NON.RM","control_mean","metric","plot_meanC_ratio","acc_rain"
"Dublin","4","Control","C2","64",64,"Dublin4",37.22,36.1025,"DRY WEIGHT NON RM",1.03095353507375,225.163606643712
"Dublin","4","Control","C3","64",64,"Dublin4",32.11,36.1025,"DRY WEIGHT NON RM",0.889412090575445,225.163606643712
"Dublin","4","Control","C4","64",64,"Dublin4",40.56,36.1025,"DRY WEIGHT NON RM",1.12346790388477,225.163606643712
"Dublin","5","Drought","D1","64",64,"Dublin5",20.75,29.2775,"DRY WEIGHT NON RM",0.708735376995987,0
"Dublin","5","Drought","D2","64",64,"Dublin5",23.94,29.2775,"DRY WEIGHT NON RM",0.817692767483562,0
"Dublin","5","Drought","D3","64",64,"Dublin5",30.76,29.2775,"DRY WEIGHT NON RM",1.05063615404321,0
"Dublin","5","Drought","D4","64",64,"Dublin5",14.55,29.2775,"DRY WEIGHT NON RM",0.496968661941764,0
"Dublin","5","Control","C1","64",64,"Dublin5",40.61,29.2775,"DRY WEIGHT NON RM",1.38707198360516,223.097031593336
"Dublin","5","Control","C2","64",64,"Dublin5",31.32,29.2775,"DRY WEIGHT NON RM",1.06976347024165,223.097031593336
"Dublin","5","Control","C3","64",64,"Dublin5",21,29.2775,"DRY WEIGHT NON RM",0.717274357441721,223.097031593336
"Dublin","5","Control","C4","64",64,"Dublin5",24.18,29.2775,"DRY WEIGHT NON RM",0.825890188711468,223.097031593336
"Limerick","1","Drought","D1","64",64,"Limerick1",22.298,37.72325,"DRY WEIGHT NON RM",0.591094351626649,0
"Limerick","1","Drought","D2","64",64,"Limerick1",25.03,37.72325,"DRY WEIGHT NON RM",0.663516531581982,0
"Limerick","1","Drought","D3","64",64,"Limerick1",16.72,37.72325,"DRY WEIGHT NON RM",0.443227982742738,0
"Limerick","1","Control","C1","64",64,"Limerick1",30,37.72325,"DRY WEIGHT NON RM",0.795265519275248,250.567164420965
"Limerick","1","Control","C2","64",64,"Limerick1",32.85,37.72325,"DRY WEIGHT NON RM",0.870815743606397,250.567164420965
"Limerick","1","Control","C3","64",64,"Limerick1",46.67,37.72325,"DRY WEIGHT NON RM",1.23716805948586,250.567164420965
"Limerick","1","Control","C4","64",64,"Limerick1",41.373,37.72325,"DRY WEIGHT NON RM",1.09675067763249,250.567164420965
"Limerick","2","Drought","D1","64",64,"Limerick2",31.12,50.71075,"DRY WEIGHT NON RM",0.613676587311369,0
"Limerick","2","Drought","D2","64",64,"Limerick2",22.976,50.71075,"DRY WEIGHT NON RM",0.453079475259191,0
"Limerick","2","Drought","D3","64",64,"Limerick2",26.014,50.71075,"DRY WEIGHT NON RM",0.512987877323842,0
"Limerick","2","Drought","D4","64",64,"Limerick2",17.848,50.71075,"DRY WEIGHT NON RM",0.351956932208654,0
"Limerick","2","Control","C1","64",64,"Limerick2",65.81,50.71075,"DRY WEIGHT NON RM",1.29775244893834,208.654193879772
"Limerick","2","Control","C2","64",64,"Limerick2",39.008,50.71075,"DRY WEIGHT NON RM",0.769225460084893,208.654193879772
"Limerick","2","Control","C3","64",64,"Limerick2",63.582,50.71075,"DRY WEIGHT NON RM",1.25381699146631,208.654193879772
"Limerick","2","Control","C4","64",64,"Limerick2",34.443,50.71075,"DRY WEIGHT NON RM",0.679205099510459,208.654193879772
"Limerick","3","Drought","D1","64",64,"Limerick3",24.14,41.05175,"DRY WEIGHT NON RM",0.588038268770515,0
"Limerick","3","Drought","D2","64",64,"Limerick3",29.83,41.05175,"DRY WEIGHT NON RM",0.726643809338213,0
"Limerick","3","Drought","D3","64",64,"Limerick3",26.49,41.05175,"DRY WEIGHT NON RM",0.645283087809899,0
"Limerick","3","Drought","D4","64",64,"Limerick3",28.79,41.05175,"DRY WEIGHT NON RM",0.701309931976103,0
"Limerick","3","Control","C1","64",64,"Limerick3",54.857,41.05175,"DRY WEIGHT NON RM",1.33628895235891,217.370493412843
"Limerick","3","Control","C2","64",64,"Limerick3",41.415,41.05175,"DRY WEIGHT NON RM",1.00884858745364,217.370493412843
"Limerick","3","Control","C3","64",64,"Limerick3",35.07,41.05175,"DRY WEIGHT NON RM",0.854287576047306,217.370493412843
"Limerick","3","Control","C4","64",64,"Limerick3",32.865,41.05175,"DRY WEIGHT NON RM",0.80057488414014,217.370493412843
"Limerick","4","Drought","D1","64",64,"Limerick4",12.956,31.329,"DRY WEIGHT NON RM",0.413546554310703,0
"Limerick","4","Drought","D2","64",64,"Limerick4",33.12,31.329,"DRY WEIGHT NON RM",1.05716748060902,0
"Limerick","4","Drought","D3","64",64,"Limerick4",25.233,31.329,"DRY WEIGHT NON RM",0.805419898496601,0
"Limerick","4","Drought","D4","64",64,"Limerick4",19.918,31.329,"DRY WEIGHT NON RM",0.635768776532925,0
"Limerick","4","Control","C1","64",64,"Limerick4",37.817,31.329,"DRY WEIGHT NON RM",1.20709247023525,140.165778636836
"Limerick","4","Control","C2","64",64,"Limerick4",25.746,31.329,"DRY WEIGHT NON RM",0.821794503495164,140.165778636836
"Limerick","4","Control","C3","64",64,"Limerick4",36.94,31.329,"DRY WEIGHT NON RM",1.17909923712854,140.165778636836
"Limerick","4","Control","C4","64",64,"Limerick4",24.813,31.329,"DRY WEIGHT NON RM",0.792013789141051,140.165778636836
"Limerick","5","Drought","D1","64",64,"Limerick5",27.5,36.53375,"DRY WEIGHT NON RM",0.752728641324802,0
"Limerick","5","Drought","D2","64",64,"Limerick5",30.14,36.53375,"DRY WEIGHT NON RM",0.824990590891983,0
"Limerick","5","Drought","D3","64",64,"Limerick5",27.346,36.53375,"DRY WEIGHT NON RM",0.748513360933384,0
"Limerick","5","Drought","D4","64",64,"Limerick5",25.24,36.53375,"DRY WEIGHT NON RM",0.6908680329832,0
"Limerick","5","Control","C1","64",64,"Limerick5",29.557,36.53375,"DRY WEIGHT NON RM",0.809032743695898,225.850073337518
"Limerick","5","Control","C2","64",64,"Limerick5",52.204,36.53375,"DRY WEIGHT NON RM",1.42892530878982,225.850073337518
"Limerick","5","Control","C3","64",64,"Limerick5",37.55,36.53375,"DRY WEIGHT NON RM",1.02781674479078,225.850073337518
"Limerick","5","Control","C4","64",64,"Limerick5",26.824,36.53375,"DRY WEIGHT NON RM",0.734225202723509,225.850073337518
"Cork","1","Drought","D1","64",64,"Cork1",22.144,32.963,"DRY WEIGHT NON RM",0.671783514849983,0
"Cork","1","Drought","D2","64",64,"Cork1",19.362,32.963,"DRY WEIGHT NON RM",0.587385856869824,0
"Cork","1","Drought","D3","64",64,"Cork1",26.175,32.963,"DRY WEIGHT NON RM",0.794072141491976,0
"Cork","1","Drought","D4","64",64,"Cork1",30.269,32.963,"DRY WEIGHT NON RM",0.918272001941571,0
"Cork","1","Control","C1","64",64,"Cork1",38.836,32.963,"DRY WEIGHT NON RM",1.17816946273094,216.154336452734
"Cork","1","Control","C2","64",64,"Cork1",26.196,32.963,"DRY WEIGHT NON RM",0.794709219427843,216.154336452734
"Cork","1","Control","C3","64",64,"Cork1",30.192,32.963,"DRY WEIGHT NON RM",0.915936049510057,216.154336452734
"Cork","1","Control","C4","64",64,"Cork1",36.628,32.963,"DRY WEIGHT NON RM",1.11118526833116,216.154336452734
"Cork","2","Drought","D1","64",64,"Cork2",19.739,33.7835,"DRY WEIGHT NON RM",0.584279307946187,0
"Cork","2","Drought","D2","64",64,"Cork2",17.795,33.7835,"DRY WEIGHT NON RM",0.526736424585966,0
"Cork","2","Drought","D3","64",64,"Cork2",22.525,33.7835,"DRY WEIGHT NON RM",0.666745600663045,0
"Cork","2","Drought","D4","64",64,"Cork2",15.962,33.7835,"DRY WEIGHT NON RM",0.472479168825018,0
"Cork","2","Control","C1","64",64,"Cork2",30.356,33.7835,"DRY WEIGHT NON RM",0.898545147779241,237.951861379492
"Cork","2","Control","C2","64",64,"Cork2",37.585,33.7835,"DRY WEIGHT NON RM",1.1125253452129,237.951861379492
"Cork","2","Control","C3","64",64,"Cork2",30.015,33.7835,"DRY WEIGHT NON RM",0.888451462992289,237.951861379492
"Cork","2","Control","C4","64",64,"Cork2",37.178,33.7835,"DRY WEIGHT NON RM",1.10047804401557,237.951861379492
"Cork","3","Drought","D1","64",64,"Cork3",18,22.54,"DRY WEIGHT NON RM",0.798580301685892,0
"Cork","3","Drought","D2","64",64,"Cork3",20.765,22.54,"DRY WEIGHT NON RM",0.921251109139308,0
"Cork","3","Drought","D3","64",64,"Cork3",25.529,22.54,"DRY WEIGHT NON RM",1.13260869565217,0
"Cork","3","Drought","D4","64",64,"Cork3",12.5,22.54,"DRY WEIGHT NON RM",0.554569653948536,0
"Cork","3","Control","C1","64",64,"Cork3",19.049,22.54,"DRY WEIGHT NON RM",0.845119787045253,207.805730341574
"Cork","3","Control","C2","64",64,"Cork3",22.99,22.54,"DRY WEIGHT NON RM",1.01996450754215,207.805730341574
"Cork","3","Control","C3","64",64,"Cork3",21.786,22.54,"DRY WEIGHT NON RM",0.966548358473824,207.805730341574
"Cork","3","Control","C4","64",64,"Cork3",26.335,22.54,"DRY WEIGHT NON RM",1.16836734693878,207.805730341574
"Cork","4","Drought","D1","64",64,"Cork4",32.615,34.76575,"DRY WEIGHT NON RM",0.938135952769608,0
"Cork","4","Drought","D2","64",64,"Cork4",15.145,34.76575,"DRY WEIGHT NON RM",0.435629894364425,0
"Cork","4","Drought","D3","64",64,"Cork4",36.68,34.76575,"DRY WEIGHT NON RM",1.05506137506022,0
"Cork","4","Drought","D4","64",64,"Cork4",21.735,34.76575,"DRY WEIGHT NON RM",0.625184269000381,0
"Cork","4","Control","C1","64",64,"Cork4",30.789,34.76575,"DRY WEIGHT NON RM",0.88561299554878,210.081005096635
"Cork","4","Control","C2","64",64,"Cork4",40.6,34.76575,"DRY WEIGHT NON RM",1.16781602583002,210.081005096635
"Cork","4","Control","C3","64",64,"Cork4",32.582,34.76575,"DRY WEIGHT NON RM",0.937186742699352,210.081005096635
"Cork","4","Control","C4","64",64,"Cork4",35.092,34.76575,"DRY WEIGHT NON RM",1.00938423592185,210.081005096635
"Cork","5","Drought","D1","64",64,"Cork5",22.621,29.2805,"DRY WEIGHT NON RM",0.772561943955875,0
"Cork","5","Drought","D2","64",64,"Cork5",16.429,29.2805,"DRY WEIGHT NON RM",0.561090145318557,0
"Cork","5","Drought","D3","64",64,"Cork5",16.515,29.2805,"DRY WEIGHT NON RM",0.564027253632964,0
"Cork","5","Drought","D4","64",64,"Cork5",17.559,29.2805,"DRY WEIGHT NON RM",0.599682382472977,0
"Cork","5","Control","C1","64",64,"Cork5",20.073,29.2805,"DRY WEIGHT NON RM",0.685541572035997,203.502231120585
"Cork","5","Control","C2","64",64,"Cork5",35.833,29.2805,"DRY WEIGHT NON RM",1.22378374686225,203.502231120585
"Cork","5","Control","C3","64",64,"Cork5",34.218,29.2805,"DRY WEIGHT NON RM",1.16862758491146,203.502231120585
"Cork","5","Control","C4","64",64,"Cork5",26.998,29.2805,"DRY WEIGHT NON RM",0.922047096190297,203.502231120585
