"date.time","Site","Region","Farm","site_ID","Plot","Moisture","treatment","Day"
2017-08-02 12:00:00,"D5","Dublin",5,"Dublin5","C3",86.8,"C",8
2017-08-10 12:00:00,"D5","Dublin",5,"Dublin5","C3",64.6,"C",16
2017-08-26 12:00:00,"D5","Dublin",5,"Dublin5","C3",78.7,"C",32
2017-07-25 12:00:00,"D5","Dublin",5,"Dublin5","D3",83.9,"D",0
2017-08-02 12:00:00,"D5","Dublin",5,"Dublin5","D3",94.2,"D",8
2017-08-10 12:00:00,"D5","Dublin",5,"Dublin5","D3",81.9,"D",16
2017-08-26 12:00:00,"D5","Dublin",5,"Dublin5","D3",91.6,"D",32
2017-07-28 12:00:00,"L1","Limerick",1,"Limerick1","D1",10.4,"D",0
2017-08-05 12:00:00,"L1","Limerick",1,"Limerick1","D1",22.7,"D",8
2017-08-13 12:00:00,"L1","Limerick",1,"Limerick1","D1",33.2,"D",16
2017-08-29 12:00:00,"L1","Limerick",1,"Limerick1","D1",46.7,"D",32
2017-09-30 12:00:00,"L1","Limerick",1,"Limerick1","D1",54.2,"D",64
2017-07-28 12:00:00,"L1","Limerick",1,"Limerick1","C1",46.6,"C",0
2017-08-05 12:00:00,"L1","Limerick",1,"Limerick1","C1",46.3,"C",8
2017-08-13 12:00:00,"L1","Limerick",1,"Limerick1","C1",49.1,"C",16
2017-08-29 12:00:00,"L1","Limerick",1,"Limerick1","C1",51.8,"C",32
2017-09-30 12:00:00,"L1","Limerick",1,"Limerick1","C1",60.2,"C",64
2017-07-28 12:00:00,"L1","Limerick",1,"Limerick1","D2",57.1,"D",0
2017-08-05 12:00:00,"L1","Limerick",1,"Limerick1","D2",52.7,"D",8
2017-08-13 12:00:00,"L1","Limerick",1,"Limerick1","D2",54.9,"D",16
2017-08-29 12:00:00,"L1","Limerick",1,"Limerick1","D2",57.2,"D",32
2017-09-30 12:00:00,"L1","Limerick",1,"Limerick1","D2",NA,"D",64
2017-07-28 12:00:00,"L1","Limerick",1,"Limerick1","C2",52.7,"C",0
2017-08-05 12:00:00,"L1","Limerick",1,"Limerick1","C2",51.1,"C",8
2017-08-13 12:00:00,"L1","Limerick",1,"Limerick1","C2",53.5,"C",16
2017-08-29 12:00:00,"L1","Limerick",1,"Limerick1","C2",52.7,"C",32
2017-09-30 12:00:00,"L1","Limerick",1,"Limerick1","C2",68.5,"C",64
2017-07-28 12:00:00,"L1","Limerick",1,"Limerick1","C3",49.3,"C",0
2017-08-05 12:00:00,"L1","Limerick",1,"Limerick1","C3",47.9,"C",8
2017-08-13 12:00:00,"L1","Limerick",1,"Limerick1","C3",47.9,"C",16
2017-08-29 12:00:00,"L1","Limerick",1,"Limerick1","C3",57.7,"C",32
2017-09-30 12:00:00,"L1","Limerick",1,"Limerick1","C3",64.3,"C",64
2017-07-28 12:00:00,"L1","Limerick",1,"Limerick1","D3",5.2,"D",0
2017-08-05 12:00:00,"L1","Limerick",1,"Limerick1","D3",19.4,"D",8
2017-08-13 12:00:00,"L1","Limerick",1,"Limerick1","D3",28.3,"D",16
2017-08-29 12:00:00,"L1","Limerick",1,"Limerick1","D3",42.4,"D",32
2017-09-30 12:00:00,"L1","Limerick",1,"Limerick1","D3",47,"D",64
2017-08-08 12:00:00,"L2","Limerick",2,"Limerick2","D1",NA,"D",0
2017-08-16 12:00:00,"L2","Limerick",2,"Limerick2","D1",NA,"D",8
2017-08-24 12:00:00,"L2","Limerick",2,"Limerick2","D1",NA,"D",16
2017-09-09 12:00:00,"L2","Limerick",2,"Limerick2","D1",NA,"D",32
2017-10-11 12:00:00,"L2","Limerick",2,"Limerick2","D1",NA,"D",64
2017-08-08 12:00:00,"L2","Limerick",2,"Limerick2","C1",NA,"C",0
2017-08-16 12:00:00,"L2","Limerick",2,"Limerick2","C1",NA,"C",8
2017-08-24 12:00:00,"L2","Limerick",2,"Limerick2","C1",NA,"C",16
2017-09-09 12:00:00,"L2","Limerick",2,"Limerick2","C1",NA,"C",32
2017-10-11 12:00:00,"L2","Limerick",2,"Limerick2","C1",22.6,"C",64
2017-08-08 12:00:00,"L2","Limerick",2,"Limerick2","D2",NA,"D",0
2017-08-16 12:00:00,"L2","Limerick",2,"Limerick2","D2",NA,"D",8
2017-08-24 12:00:00,"L2","Limerick",2,"Limerick2","D2",NA,"D",16
2017-09-09 12:00:00,"L2","Limerick",2,"Limerick2","D2",NA,"D",32
2017-10-11 12:00:00,"L2","Limerick",2,"Limerick2","D2",22.6,"D",64
2017-08-08 12:00:00,"L2","Limerick",2,"Limerick2","C2",NA,"C",0
2017-08-16 12:00:00,"L2","Limerick",2,"Limerick2","C2",NA,"C",8
2017-08-24 12:00:00,"L2","Limerick",2,"Limerick2","C2",NA,"C",16
2017-09-09 12:00:00,"L2","Limerick",2,"Limerick2","C2",NA,"C",32
2017-10-11 12:00:00,"L2","Limerick",2,"Limerick2","C2",22.6,"C",64
2017-08-08 12:00:00,"L2","Limerick",2,"Limerick2","C3",NA,"C",0
2017-08-16 12:00:00,"L2","Limerick",2,"Limerick2","C3",NA,"C",8
2017-08-24 12:00:00,"L2","Limerick",2,"Limerick2","C3",NA,"C",16
2017-09-09 12:00:00,"L2","Limerick",2,"Limerick2","C3",NA,"C",32
2017-10-11 12:00:00,"L2","Limerick",2,"Limerick2","C3",22.6,"C",64
2017-08-08 12:00:00,"L2","Limerick",2,"Limerick2","D3",NA,"D",0
2017-08-16 12:00:00,"L2","Limerick",2,"Limerick2","D3",NA,"D",8
2017-08-24 12:00:00,"L2","Limerick",2,"Limerick2","D3",NA,"D",16
2017-09-09 12:00:00,"L2","Limerick",2,"Limerick2","D3",NA,"D",32
