"Day","Site","Region","Farm","Plot","site_ID","treatment","Avg.Moisture","control_mean","Ratio"
0,"B1","Border",1,"C1","Border1","C",56.7,52.5166666666667,1.07965725166614
0,"B1","Border",1,"C2","Border1","C",54,52.5166666666667,1.0282450015868
0,"B1","Border",1,"C3","Border1","C",46.85,52.5166666666667,0.892097746747064
0,"B1","Border",1,"D1","Border1","D",14.2,52.5166666666667,0.270390352269121
0,"B1","Border",1,"D2","Border1","D",18.2,52.5166666666667,0.346556648682958
0,"B1","Border",1,"D3","Border1","D",17.9,52.5166666666667,0.34084417645192
0,"B3","Border",3,"C1","Border3","C",29.5,37.8055555555556,0.780308596620132
0,"B3","Border",3,"C2","Border3","C",42.35,37.8055555555556,1.12020573108009
0,"B3","Border",3,"C3","Border3","C",41.5666666666667,37.8055555555556,1.09948567229978
0,"B3","Border",3,"D1","Border3","D",55.1166666666667,37.8055555555556,1.45789860396767
0,"B3","Border",3,"D2","Border3","D",16.5833333333333,37.8055555555556,0.438648052902278
0,"B3","Border",3,"D3","Border3","D",24.4666666666667,37.8055555555556,0.647171197648788
0,"B5","Border",5,"C1","Border5","C",39.8166666666667,47.1888888888889,0.843772074405463
0,"B5","Border",5,"C2","Border5","C",50.9333333333333,47.1888888888889,1.07935012950318
0,"B5","Border",5,"C3","Border5","C",50.8166666666667,47.1888888888889,1.07687779609136
0,"B5","Border",5,"D1","Border5","D",17.65,47.1888888888889,0.374028726159642
0,"B5","Border",5,"D2","Border5","D",11.6,47.1888888888889,0.245820579232399
0,"B5","Border",5,"D3","Border5","D",23.8666666666667,47.1888888888889,0.505768777960914
0,"C1","Cork",1,"C1","Cork1","C",36.45,42.9666666666667,0.84833204034135
0,"C1","Cork",1,"C2","Cork1","C",48.35,42.9666666666667,1.12529092319628
0,"C1","Cork",1,"C3","Cork1","C",44.1,42.9666666666667,1.02637703646237
0,"C1","Cork",1,"D1","Cork1","D",43.0666666666667,42.9666666666667,1.00232738557021
0,"C1","Cork",1,"D2","Cork1","D",18.6333333333333,42.9666666666667,0.43366951124903
0,"C1","Cork",1,"D3","Cork1","D",18,42.9666666666667,0.418929402637704
0,"C2","Cork",2,"C1","Cork2","C",NA,24.85,NA
0,"C2","Cork",2,"C2","Cork2","C",26.45,24.85,1.06438631790744
0,"C2","Cork",2,"C3","Cork2","C",23.25,24.85,0.935613682092555
0,"C2","Cork",2,"D1","Cork2","D",10.6333333333333,24.85,0.427900737759893
0,"C2","Cork",2,"D2","Cork2","D",20.3666666666667,24.85,0.819584171696848
0,"C2","Cork",2,"D3","Cork2","D",13.7,24.85,0.551307847082495
0,"C3","Cork",3,"C1","Cork3","C",23.8,23.8,1
0,"C3","Cork",3,"C2","Cork3","C",NA,23.8,NA
0,"C3","Cork",3,"C3","Cork3","C",NA,23.8,NA
0,"C3","Cork",3,"D1","Cork3","D",NA,23.8,NA
0,"C3","Cork",3,"D2","Cork3","D",20.8166666666667,23.8,0.874649859943978
0,"C3","Cork",3,"D3","Cork3","D",26.6833333333333,23.8,1.12114845938375
0,"C4","Cork",4,"C1","Cork4","C",47.0333333333333,46.5111111111111,1.01122790253225
0,"C4","Cork",4,"C2","Cork4","C",47.7166666666667,46.5111111111111,1.02591973244147
0,"C4","Cork",4,"C3","Cork4","C",44.7833333333333,46.5111111111111,0.962852365026278
0,"C4","Cork",4,"D1","Cork4","D",55.3,46.5111111111111,1.18896321070234
0,"C4","Cork",4,"D2","Cork4","D",9.35,46.5111111111111,0.201027233635929
0,"C4","Cork",4,"D3","Cork4","D",35,46.5111111111111,0.752508361204013
0,"C5","Cork",5,"C1","Cork5","C",43.9666666666667,45.0555555555556,0.975832305795314
0,"C5","Cork",5,"C2","Cork5","C",45.6,45.0555555555556,1.01208384710234
0,"C5","Cork",5,"C3","Cork5","C",45.6,45.0555555555556,1.01208384710234
0,"C5","Cork",5,"D1","Cork5","D",25.75,45.0555555555556,0.571516646115906
0,"C5","Cork",5,"D2","Cork5","D",26.4166666666667,45.0555555555556,0.586313193588163
0,"C5","Cork",5,"D3","Cork5","D",21.45,45.0555555555556,0.476078914919852
0,"D1","Dublin",1,"C1","Dublin1","C",26.2166666666667,28.0888888888889,0.933346518987342
