"Day","Site","Region","Farm","Plot","site_ID","treatment","Avg.Moisture","control_mean","Ratio"
0,"B1","Border",1,"C1","Border1","C",56.6125,51.9951388888889,1.08880370761156
0,"B1","Border",1,"C2","Border1","C",53.0979166666667,51.9951388888889,1.02120924765937
0,"B1","Border",1,"C3","Border1","C",46.275,51.9951388888889,0.889987044729075
0,"B1","Border",1,"D1","Border1","D",14.0083333333333,51.9951388888889,0.269416211451391
0,"B1","Border",1,"D2","Border1","D",17.75,51.9951388888889,0.341378066859883
0,"B1","Border",1,"D3","Border1","D",17.7729166666667,51.9951388888889,0.341818813190336
0,"B3","Border",3,"C1","Border3","C",28.96875,36.7375,0.788533514800953
0,"B3","Border",3,"C2","Border3","C",41.2229166666667,36.7375,1.1220936826585
0,"B3","Border",3,"C3","Border3","C",40.0208333333333,36.7375,1.08937280254055
0,"B3","Border",3,"D1","Border3","D",54.7291666666667,36.7375,1.48973573777929
0,"B3","Border",3,"D2","Border3","D",16.5291666666667,36.7375,0.44992627877963
0,"B3","Border",3,"D3","Border3","D",24.01875,36.7375,0.653793807417489
0,"B5","Border",5,"C1","Border5","C",38.1395833333333,45.4326388888889,0.839475413845284
0,"B5","Border",5,"C2","Border5","C",49.0166666666667,45.4326388888889,1.07888663008422
0,"B5","Border",5,"C3","Border5","C",49.1416666666667,45.4326388888889,1.0816379560705
0,"B5","Border",5,"D1","Border5","D",17.5,45.4326388888889,0.385185638078352
0,"B5","Border",5,"D2","Border5","D",11.55,45.4326388888889,0.254222521131712
0,"B5","Border",5,"D3","Border5","D",23.7104166666667,45.4326388888889,0.521880684163062
0,"C1","Cork",1,"C1","Cork1","C",35.3083333333333,42.0083333333333,0.840507835746876
0,"C1","Cork",1,"C2","Cork1","C",47.4208333333333,42.0083333333333,1.12884348343583
0,"C1","Cork",1,"C3","Cork1","C",43.2958333333333,42.0083333333333,1.0306486808173
0,"C1","Cork",1,"D1","Cork1","D",42.0854166666667,42.0083333333333,1.00183495338227
0,"C1","Cork",1,"D2","Cork1","D",18.775,42.0083333333333,0.44693513191827
0,"C1","Cork",1,"D3","Cork1","D",18.0208333333333,42.0083333333333,0.428982344772863
0,"C2","Cork",2,"C1","Cork2","C",NA,25.3177083333333,NA
0,"C2","Cork",2,"C2","Cork2","C",27.3416666666667,25.3177083333333,1.0799423986834
0,"C2","Cork",2,"C3","Cork2","C",23.29375,25.3177083333333,0.920057601316602
0,"C2","Cork",2,"D1","Cork2","D",10.79375,25.3177083333333,0.42633203044641
