"Day","Site","Region","Farm","Plot","site_ID","treatment","Avg.Moisture","control_mean","Ratio"
0,"B1","Border",1,"D1","Border1","D",13.9729166666667,51.7625,0.269942847943331
0,"B1","Border",1,"D2","Border1","D",17.6604166666667,51.7625,0.341181679143524
0,"B1","Border",1,"D3","Border1","D",17.7520833333333,51.7625,0.342952587941721
0,"B3","Border",3,"D1","Border3","D",55.0583333333333,36.8048611111111,1.49595275382554
0,"B3","Border",3,"D2","Border3","D",16.5416666666667,36.8048611111111,0.449442442310232
0,"B3","Border",3,"D3","Border3","D",23.9729166666667,36.8048611111111,0.651351912300232
0,"B5","Border",5,"D1","Border5","D",17.425,44.9340277777778,0.387790742601035
0,"B5","Border",5,"D2","Border5","D",11.5125,44.9340277777778,0.256208948303841
0,"B5","Border",5,"D3","Border5","D",23.6708333333333,44.9340277777778,0.526790819874816
0,"C1","Cork",1,"D1","Cork1","D",41.6208333333333,41.7840277777778,0.996094334291745
0,"C1","Cork",1,"D2","Cork1","D",18.7770833333333,41.7840277777778,0.449384234406422
0,"C1","Cork",1,"D3","Cork1","D",18.03125,41.7840277777778,0.431534511126992
0,"C2","Cork",2,"D1","Cork2","D",10.8916666666667,25.3385416666667,0.429845837615622
0,"C2","Cork",2,"D2","Cork2","D",20.1541666666667,25.3385416666667,0.795395683453237
0,"C2","Cork",2,"D3","Cork2","D",15.3395833333333,25.3385416666667,0.605385405960945
0,"C3","Cork",3,"D1","Cork3","D",NA,25.7104166666667,NA
0,"C3","Cork",3,"D2","Cork3","D",21.83125,25.7104166666667,0.849120816789563
0,"C3","Cork",3,"D3","Cork3","D",29.1104166666667,25.7104166666667,1.13224211976339
0,"C4","Cork",4,"D1","Cork4","D",53.76875,46.1284722222222,1.16563041023711
0,"C4","Cork",4,"D2","Cork4","D",9.72083333333333,46.1284722222222,0.210733910425292
0,"C4","Cork",4,"D3","Cork4","D",35.2333333333333,46.1284722222222,0.763808806925104
0,"C5","Cork",5,"D1","Cork5","D",26.0895833333333,44.0076388888889,0.592842151772893
0,"C5","Cork",5,"D2","Cork5","D",26.6479166666667,44.0076388888889,0.605529343074908
0,"C5","Cork",5,"D3","Cork5","D",21.6875,44.0076388888889,0.492812169604393
0,"D1","Dublin",1,"D1","Dublin1","D",31.0125,29.0423611111111,1.06783673274192
0,"D1","Dublin",1,"D2","Dublin1","D",12.9541666666667,29.0423611111111,0.44604385356639
0,"D1","Dublin",1,"D3","Dublin1","D",32.4875,29.0423611111111,1.11862461442816
0,"D2","Dublin",2,"D1","Dublin2","D",19.3145833333333,27.8486111111111,0.693556431100693
0,"D2","Dublin",2,"D2","Dublin2","D",14.2208333333333,27.8486111111111,0.510647847987632
0,"D2","Dublin",2,"D3","Dublin2","D",17.5541666666667,27.8486111111111,0.630342626302928
0,"D3","Dublin",3,"D1","Dublin3","D",15.4270833333333,48.2125,0.319980986950134
0,"D3","Dublin",3,"D2","Dublin3","D",16.4333333333333,48.2125,0.340852130325815
0,"D3","Dublin",3,"D3","Dublin3","D",13.9479166666667,48.2125,0.289300838302653
